技能範圍,技能分類,技能名稱,技能等級,魔力消耗,技能效果詳細說明,學習資訊
char,atk_magic,吸血魔法,LV 3,30 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 4,40 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 5,50 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 6,60 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 7,70 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 8,80 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 9,90 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 10,100 MP,將給予對象損傷的一半，轉換為自己的生命值,
char,atk_magic,吸血魔法,LV 11,110 MP,將給予對象損傷的一半，轉換為自己的生命值（推估）,
char,atk_magic,吸血魔法,LV 12,120 MP,將給予對象損傷的一半，轉換為自己的生命值（推估）,
char,atk_magic,強力隕石魔法,LV 1,10 MP,攻擊單體及其周圍的地屬性魔法，建議精神達123,
char,atk_magic,強力隕石魔法,LV 2,20 MP,攻擊單體及其周圍的地屬性魔法，建議精神達143,
char,atk_magic,強力隕石魔法,LV 3,30 MP,攻擊單體及其周圍的地屬性魔法，建議精神達163,
char,atk_magic,強力隕石魔法,LV 4,40 MP,攻擊單體及其周圍的地屬性魔法，建議精神達183,
char,atk_magic,強力隕石魔法,LV 5,50 MP,攻擊單體及其周圍的地屬性魔法，建議精神達203,
char,atk_magic,強力隕石魔法,LV 6,60 MP,攻擊單體及其周圍的地屬性魔法，建議精神達223,
char,atk_magic,強力隕石魔法,LV 7,70 MP,攻擊單體及其周圍的地屬性魔法，建議精神達243,
char,atk_magic,強力隕石魔法,LV 8,80 MP,攻擊單體及其周圍的地屬性魔法，建議精神達263,
char,atk_magic,強力隕石魔法,LV 9,90 MP,攻擊單體及其周圍的地屬性魔法，建議精神達283,
char,atk_magic,強力隕石魔法,LV 10,100 MP,攻擊單體及其周圍的地屬性魔法，建議精神達303,
char,atk_magic,強力隕石魔法,LV 11,110 MP,攻擊單體及其周圍的地屬性魔法，建議精神達323（推估）,
char,atk_magic,強力隕石魔法,LV 12,120 MP,攻擊單體及其周圍的地屬性魔法，建議精神達343（推估）,
char,atk_magic,強力冰凍魔法,LV 1,10 MP,攻擊單體及其周圍的水屬性魔法，建議精神達123,
char,atk_magic,強力冰凍魔法,LV 2,20 MP,攻擊單體及其周圍的水屬性魔法，建議精神達143,
char,atk_magic,強力冰凍魔法,LV 3,30 MP,攻擊單體及其周圍的水屬性魔法，建議精神達163,
char,atk_magic,強力冰凍魔法,LV 4,40 MP,攻擊單體及其周圍的水屬性魔法，建議精神達183,
char,atk_magic,強力冰凍魔法,LV 5,50 MP,攻擊單體及其周圍的水屬性魔法，建議精神達203,
char,atk_magic,強力冰凍魔法,LV 6,60 MP,攻擊單體及其周圍的水屬性魔法，建議精神達223,
char,atk_magic,強力冰凍魔法,LV 7,70 MP,攻擊單體及其周圍的水屬性魔法，建議精神達243,
char,atk_magic,強力冰凍魔法,LV 8,80 MP,攻擊單體及其周圍的水屬性魔法，建議精神達263,
char,atk_magic,強力冰凍魔法,LV 9,90 MP,攻擊單體及其周圍的水屬性魔法，建議精神達283,
char,atk_magic,強力冰凍魔法,LV 10,100 MP,攻擊單體及其周圍的水屬性魔法，建議精神達303,
char,atk_magic,強力冰凍魔法,LV 11,110 MP,攻擊單體及其周圍的水屬性魔法，建議精神達323（推估）,
char,atk_magic,強力冰凍魔法,LV 12,120 MP,攻擊單體及其周圍的水屬性魔法，建議精神達343（推估）,
char,atk_magic,強力火焰魔法,LV 1,10 MP,攻擊單體及其周圍的火屬性魔法，建議精神達123,
char,atk_magic,強力火焰魔法,LV 2,20 MP,攻擊單體及其周圍的火屬性魔法，建議精神達143,
char,atk_magic,強力火焰魔法,LV 3,30 MP,攻擊單體及其周圍的火屬性魔法，建議精神達163,
char,atk_magic,強力火焰魔法,LV 4,40 MP,攻擊單體及其周圍的火屬性魔法，建議精神達183,
char,atk_magic,強力火焰魔法,LV 5,50 MP,攻擊單體及其周圍的火屬性魔法，建議精神達203,
char,atk_magic,強力火焰魔法,LV 6,60 MP,攻擊單體及其周圍的火屬性魔法，建議精神達223,
char,atk_magic,強力火焰魔法,LV 7,70 MP,攻擊單體及其周圍的火屬性魔法，建議精神達243,
char,atk_magic,強力火焰魔法,LV 8,80 MP,攻擊單體及其周圍的火屬性魔法，建議精神達263,
char,atk_magic,強力火焰魔法,LV 9,90 MP,攻擊單體及其周圍的火屬性魔法，建議精神達283,
char,atk_magic,強力火焰魔法,LV 10,100 MP,攻擊單體及其周圍的火屬性魔法，建議精神達303,
char,atk_magic,強力火焰魔法,LV 11,110 MP,攻擊單體及其周圍的火屬性魔法，建議精神達323（推估）,
char,atk_magic,強力火焰魔法,LV 12,120 MP,攻擊單體及其周圍的火屬性魔法，建議精神達343（推估）,
char,atk_magic,強力風刃魔法,LV 1,10 MP,攻擊單體及其周圍的風屬性魔法，建議精神達123,
char,atk_magic,強力風刃魔法,LV 2,20 MP,攻擊單體及其周圍的風屬性魔法，建議精神達143,
char,atk_magic,強力風刃魔法,LV 3,30 MP,攻擊單體及其周圍的風屬性魔法，建議精神達163,
char,atk_magic,強力風刃魔法,LV 4,40 MP,攻擊單體及其周圍的風屬性魔法，建議精神達183,
char,atk_magic,強力風刃魔法,LV 5,50 MP,攻擊單體及其周圍的風屬性魔法，建議精神達203,
char,atk_magic,強力風刃魔法,LV 6,60 MP,攻擊單體及其周圍的風屬性魔法，建議精神達223,
char,atk_magic,強力風刃魔法,LV 7,70 MP,攻擊單體及其周圍的風屬性魔法，建議精神達243,
char,atk_magic,強力風刃魔法,LV 8,80 MP,攻擊單體及其周圍的風屬性魔法，建議精神達263,
char,atk_magic,強力風刃魔法,LV 9,90 MP,攻擊單體及其周圍的風屬性魔法，建議精神達283,
char,atk_magic,強力風刃魔法,LV 10,100 MP,攻擊單體及其周圍的風屬性魔法，建議精神達303,
char,atk_magic,強力風刃魔法,LV 11,110 MP,攻擊單體及其周圍的風屬性魔法，建議精神達323（推估）,
char,atk_magic,強力風刃魔法,LV 12,120 MP,攻擊單體及其周圍的風屬性魔法，建議精神達343（推估）,
char,atk_magic,超強隕石魔法,LV 1,20 MP,攻擊一側全體的地屬性魔法，建議精神達123,
char,atk_magic,超強隕石魔法,LV 2,40 MP,攻擊一側全體的地屬性魔法，建議精神達143,
char,atk_magic,超強隕石魔法,LV 3,60 MP,攻擊一側全體的地屬性魔法，建議精神達163,
char,atk_magic,超強隕石魔法,LV 4,80 MP,攻擊一側全體的地屬性魔法，建議精神達183,
char,atk_magic,超強隕石魔法,LV 5,100 MP,攻擊一側全體的地屬性魔法，建議精神達203,
char,atk_magic,超強隕石魔法,LV 6,120 MP,攻擊一側全體的地屬性魔法，建議精神達223,
char,atk_magic,超強隕石魔法,LV 7,140 MP,攻擊一側全體的地屬性魔法，建議精神達243,
char,atk_magic,超強隕石魔法,LV 8,160 MP,攻擊一側全體的地屬性魔法，建議精神達263,
char,atk_magic,超強隕石魔法,LV 9,180 MP,攻擊一側全體的地屬性魔法，建議精神達283,
char,atk_magic,超強隕石魔法,LV 10,200 MP,攻擊一側全體的地屬性魔法，建議精神達303,
char,atk_magic,超強隕石魔法,LV 11,220 MP,攻擊一側全體的地屬性魔法，建議精神達323（推估）,
char,atk_magic,超強隕石魔法,LV 12,240 MP,攻擊一側全體的地屬性魔法，建議精神達343（推估）,
char,atk_magic,超強冰凍魔法,LV 1,20 MP,攻擊一側全體的水屬性魔法，建議精神達123,
char,atk_magic,超強冰凍魔法,LV 2,40 MP,攻擊一側全體的水屬性魔法，建議精神達143,
char,atk_magic,超強冰凍魔法,LV 3,60 MP,攻擊一側全體的水屬性魔法，建議精神達163,
char,atk_magic,超強冰凍魔法,LV 4,80 MP,攻擊一側全體的水屬性魔法，建議精神達183,
char,atk_magic,超強冰凍魔法,LV 5,100 MP,攻擊一側全體的水屬性魔法，建議精神達203,
char,atk_magic,超強冰凍魔法,LV 6,120 MP,攻擊一側全體的水屬性魔法，建議精神達223,
char,atk_magic,超強冰凍魔法,LV 7,140 MP,攻擊一側全體的水屬性魔法，建議精神達243,
char,atk_magic,超強冰凍魔法,LV 8,160 MP,攻擊一側全體的水屬性魔法，建議精神達263,
char,atk_magic,超強冰凍魔法,LV 9,180 MP,攻擊一側全體的水屬性魔法，建議精神達283,
char,atk_magic,超強冰凍魔法,LV 10,200 MP,攻擊一側全體的水屬性魔法，建議精神達303,
char,atk_magic,超強冰凍魔法,LV 11,220 MP,攻擊一側全體的水屬性魔法，建議精神達323（推估）,
char,atk_magic,超強冰凍魔法,LV 12,240 MP,攻擊一側全體的水屬性魔法，建議精神達343（推估）,
char,atk_magic,超強火焰魔法,LV 1,20 MP,攻擊一側全體的火屬性魔法，建議精神達123,
char,atk_magic,超強火焰魔法,LV 2,40 MP,攻擊一側全體的火屬性魔法，建議精神達143,
char,atk_magic,超強火焰魔法,LV 3,60 MP,攻擊一側全體的火屬性魔法，建議精神達163,
char,atk_magic,超強火焰魔法,LV 4,80 MP,攻擊一側全體的火屬性魔法，建議精神達183,
char,atk_magic,超強火焰魔法,LV 5,100 MP,攻擊一側全體的火屬性魔法，建議精神達203,
char,atk_magic,超強火焰魔法,LV 6,120 MP,攻擊一側全體的火屬性魔法，建議精神達223,
char,atk_magic,超強火焰魔法,LV 7,140 MP,攻擊一側全體的火屬性魔法，建議精神達243,
char,atk_magic,超強火焰魔法,LV 8,160 MP,攻擊一側全體的火屬性魔法，建議精神達263,
char,atk_magic,超強火焰魔法,LV 9,180 MP,攻擊一側全體的火屬性魔法，建議精神達283,
char,atk_magic,超強火焰魔法,LV 10,200 MP,攻擊一側全體的火屬性魔法，建議精神達303,
char,atk_magic,超強火焰魔法,LV 11,220 MP,攻擊一側全體的火屬性魔法，建議精神達323（推估）,
char,atk_magic,超強火焰魔法,LV 12,240 MP,攻擊一側全體的火屬性魔法，建議精神達343（推估）,
char,atk_magic,超強風刃魔法,LV 1,20 MP,攻擊一側全體的風屬性魔法，建議精神達123,
char,atk_magic,超強風刃魔法,LV 2,40 MP,攻擊一側全體的風屬性魔法，建議精神達143,
char,atk_magic,超強風刃魔法,LV 3,60 MP,攻擊一側全體的風屬性魔法，建議精神達163,
char,atk_magic,超強風刃魔法,LV 4,80 MP,攻擊一側全體的風屬性魔法，建議精神達183,
char,atk_magic,超強風刃魔法,LV 5,100 MP,攻擊一側全體的風屬性魔法，建議精神達203,
char,atk_magic,超強風刃魔法,LV 6,120 MP,攻擊一側全體的風屬性魔法，建議精神達223,
char,atk_magic,超強風刃魔法,LV 7,140 MP,攻擊一側全體的風屬性魔法，建議精神達243,
char,atk_magic,超強風刃魔法,LV 8,160 MP,攻擊一側全體的風屬性魔法，建議精神達263,
char,atk_magic,超強風刃魔法,LV 9,180 MP,攻擊一側全體的風屬性魔法，建議精神達283,
char,atk_magic,超強風刃魔法,LV 10,200 MP,攻擊一側全體的風屬性魔法，建議精神達303,
char,atk_magic,超強風刃魔法,LV 11,220 MP,攻擊一側全體的風屬性魔法，建議精神達323（推估）,
char,atk_magic,超強風刃魔法,LV 12,240 MP,攻擊一側全體的風屬性魔法，建議精神達343（推估）,
char,atk_magic,精神衝擊波,LV 1,20 MP,造成基礎傷害+62%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 2,40 MP,造成基礎傷害+64%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 3,60 MP,造成基礎傷害+66%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 4,80 MP,造成基礎傷害+68%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 5,100 MP,造成基礎傷害+70%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 6,120 MP,造成基礎傷害+72%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 7,140 MP,造成基礎傷害+74%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 8,160 MP,造成基礎傷害+76%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 9,180 MP,造成基礎傷害+78%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 10,200 MP,造成基礎傷害+80%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 11,220 MP,造成基礎傷害+82%精神倍率的傷害,
char,atk_magic,精神衝擊波,LV 12,240 MP,造成基礎傷害+84%精神倍率的傷害,
char,status_magic,石化魔法,LV 1,5 MP,讓敵單體石化2回合,
char,status_magic,石化魔法,LV 2,10 MP,讓敵單體石化3回合,
char,status_magic,石化魔法,LV 3,15 MP,讓敵單體石化3回合,
char,status_magic,石化魔法,LV 4,20 MP,讓敵單體石化4回合,
char,status_magic,石化魔法,LV 5,25 MP,讓敵單體石化4回合,
char,status_magic,石化魔法,LV 6,30 MP,讓敵單體石化5回合,
char,status_magic,石化魔法,LV 7,35 MP,讓敵單體石化5回合,
char,status_magic,石化魔法,LV 8,40 MP,讓敵單體石化6回合,
char,status_magic,石化魔法,LV 9,45 MP,讓敵單體石化6回合,
char,status_magic,石化魔法,LV 10,50 MP,讓敵單體石化7回合,
char,status_magic,石化魔法,LV 11,55 MP,讓敵單體石化7回合,
char,status_magic,石化魔法,LV 12,60 MP,讓敵單體石化8回合,
char,status_magic,遺忘魔法,LV 1,5 MP,讓敵單體遺忘2回合,
char,status_magic,遺忘魔法,LV 2,10 MP,讓敵單體遺忘3回合,
char,status_magic,遺忘魔法,LV 3,15 MP,讓敵單體遺忘3回合,
char,status_magic,遺忘魔法,LV 4,20 MP,讓敵單體遺忘4回合,
char,status_magic,遺忘魔法,LV 5,25 MP,讓敵單體遺忘4回合,
char,status_magic,遺忘魔法,LV 6,30 MP,讓敵單體遺忘5回合,
char,status_magic,遺忘魔法,LV 7,35 MP,讓敵單體遺忘5回合,
char,status_magic,遺忘魔法,LV 8,40 MP,讓敵單體遺忘6回合,
char,status_magic,遺忘魔法,LV 9,45 MP,讓敵單體遺忘6回合,
char,status_magic,遺忘魔法,LV 10,50 MP,讓敵單體遺忘7回合,
char,status_magic,遺忘魔法,LV 11,55 MP,讓敵單體遺忘7回合,
char,status_magic,遺忘魔法,LV 12,60 MP,讓敵單體遺忘8回合,
char,status_magic,混亂魔法,LV 1,5 MP,讓敵單體混亂2回合,
char,status_magic,混亂魔法,LV 2,10 MP,讓敵單體混亂3回合,
char,status_magic,混亂魔法,LV 3,15 MP,讓敵單體混亂3回合,
char,status_magic,混亂魔法,LV 4,20 MP,讓敵單體混亂4回合,
char,status_magic,混亂魔法,LV 5,25 MP,讓敵單體混亂4回合,
char,status_magic,混亂魔法,LV 6,30 MP,讓敵單體混亂5回合,
char,status_magic,混亂魔法,LV 7,35 MP,讓敵單體混亂5回合,
char,status_magic,混亂魔法,LV 8,40 MP,讓敵單體混亂6回合,
char,status_magic,混亂魔法,LV 9,45 MP,讓敵單體混亂6回合,
char,status_magic,混亂魔法,LV 10,50 MP,讓敵單體混亂7回合,
char,status_magic,混亂魔法,LV 11,55 MP,讓敵單體混亂7回合,
char,status_magic,混亂魔法,LV 12,60 MP,讓敵單體混亂8回合,
char,status_magic,酒醉魔法,LV 1,5 MP,讓敵單體酒醉2回合,
char,status_magic,酒醉魔法,LV 2,10 MP,讓敵單體酒醉3回合,
char,status_magic,酒醉魔法,LV 3,15 MP,讓敵單體酒醉3回合,
char,status_magic,酒醉魔法,LV 4,20 MP,讓敵單體酒醉4回合,
char,status_magic,酒醉魔法,LV 5,25 MP,讓敵單體酒醉4回合,
char,status_magic,酒醉魔法,LV 6,30 MP,讓敵單體酒醉5回合,
char,status_magic,酒醉魔法,LV 7,35 MP,讓敵單體酒醉5回合,
char,status_magic,酒醉魔法,LV 8,40 MP,讓敵單體酒醉6回合,
char,status_magic,酒醉魔法,LV 9,45 MP,讓敵單體酒醉6回合,
char,status_magic,酒醉魔法,LV 10,50 MP,讓敵單體酒醉7回合,
char,status_magic,酒醉魔法,LV 11,55 MP,讓敵單體酒醉7回合,
char,status_magic,酒醉魔法,LV 12,60 MP,讓敵單體酒醉8回合,
char,status_magic,中毒魔法,LV 1,5 MP,讓敵單體中毒2回合,
char,status_magic,中毒魔法,LV 2,10 MP,讓敵單體中毒3回合,
char,status_magic,中毒魔法,LV 3,15 MP,讓敵單體中毒3回合,
char,status_magic,中毒魔法,LV 4,20 MP,讓敵單體中毒4回合,
char,status_magic,中毒魔法,LV 5,25 MP,讓敵單體中毒4回合,
char,status_magic,中毒魔法,LV 6,30 MP,讓敵單體中毒5回合,
char,status_magic,中毒魔法,LV 7,35 MP,讓敵單體中毒5回合,
char,status_magic,中毒魔法,LV 8,40 MP,讓敵單體中毒6回合,
char,status_magic,中毒魔法,LV 9,45 MP,讓敵單體中毒6回合,
char,status_magic,中毒魔法,LV 10,50 MP,讓敵單體中毒7回合,
char,status_magic,中毒魔法,LV 11,55 MP,讓敵單體中毒7回合,
char,status_magic,中毒魔法,LV 12,60 MP,讓敵單體中毒8回合,
char,status_magic,昏睡魔法,LV 1,5 MP,讓敵單體昏睡2回合,
char,status_magic,昏睡魔法,LV 2,10 MP,讓敵單體昏睡3回合,
char,status_magic,昏睡魔法,LV 3,15 MP,讓敵單體昏睡3回合,
char,status_magic,昏睡魔法,LV 4,20 MP,讓敵單體昏睡4回合,
char,status_magic,昏睡魔法,LV 5,25 MP,讓敵單體昏睡4回合,
char,status_magic,昏睡魔法,LV 6,30 MP,讓敵單體昏睡5回合,
char,status_magic,昏睡魔法,LV 7,35 MP,讓敵單體昏睡5回合,
char,status_magic,昏睡魔法,LV 8,40 MP,讓敵單體昏睡6回合,
char,status_magic,昏睡魔法,LV 9,45 MP,讓敵單體昏睡6回合,
char,status_magic,昏睡魔法,LV 10,50 MP,讓敵單體昏睡7回合,
char,status_magic,昏睡魔法,LV 11,55 MP,讓敵單體昏睡7回合,
char,status_magic,昏睡魔法,LV 12,60 MP,讓敵單體昏睡8回合,
char,status_magic,強力石化魔法,LV 1,10 MP,讓敵單體及其周圍石化2回合,
char,status_magic,強力石化魔法,LV 2,20 MP,讓敵單體及其周圍石化3回合,
char,status_magic,強力石化魔法,LV 3,30 MP,讓敵單體及其周圍石化3回合,
char,status_magic,強力石化魔法,LV 4,40 MP,讓敵單體及其周圍石化4回合,
char,status_magic,強力石化魔法,LV 5,50 MP,讓敵單體及其周圍石化4回合,
char,status_magic,強力石化魔法,LV 6,60 MP,讓敵單體及其周圍石化5回合,
char,status_magic,強力石化魔法,LV 7,70 MP,讓敵單體及其周圍石化5回合,
char,status_magic,強力石化魔法,LV 8,80 MP,讓敵單體及其周圍石化6回合,
char,status_magic,強力石化魔法,LV 9,90 MP,讓敵單體及其周圍石化6回合,
char,status_magic,強力石化魔法,LV 10,100 MP,讓敵單體及其周圍石化7回合,
char,status_magic,強力石化魔法,LV 11,110 MP,讓敵單體及其周圍石化7回合,
char,status_magic,強力石化魔法,LV 12,120 MP,讓敵單體及其周圍石化8回合,
char,status_magic,強力遺忘魔法,LV 1,10 MP,讓敵單體及其周圍遺忘2回合,
char,status_magic,強力遺忘魔法,LV 2,20 MP,讓敵單體及其周圍遺忘3回合,
char,status_magic,強力遺忘魔法,LV 3,30 MP,讓敵單體及其周圍遺忘3回合,
char,status_magic,強力遺忘魔法,LV 4,40 MP,讓敵單體及其周圍遺忘4回合,
char,status_magic,強力遺忘魔法,LV 5,50 MP,讓敵單體及其周圍遺忘4回合,
char,status_magic,強力遺忘魔法,LV 6,60 MP,讓敵單體及其周圍遺忘5回合,
char,status_magic,強力遺忘魔法,LV 7,70 MP,讓敵單體及其周圍遺忘5回合,
char,status_magic,強力遺忘魔法,LV 8,80 MP,讓敵單體及其周圍遺忘6回合,
char,status_magic,強力遺忘魔法,LV 9,90 MP,讓敵單體及其周圍遺忘6回合,
char,status_magic,強力遺忘魔法,LV 10,100 MP,讓敵單體及其周圍遺忘7回合,
char,status_magic,強力遺忘魔法,LV 11,110 MP,讓敵單體及其周圍遺忘7回合,
char,status_magic,強力遺忘魔法,LV 12,120 MP,讓敵單體及其周圍遺忘8回合,
char,status_magic,強力混亂魔法,LV 1,10 MP,讓敵單體及其周圍混亂2回合,
char,status_magic,強力混亂魔法,LV 2,20 MP,讓敵單體及其周圍混亂3回合,
char,status_magic,強力混亂魔法,LV 3,30 MP,讓敵單體及其周圍混亂3回合,
char,status_magic,強力混亂魔法,LV 4,40 MP,讓敵單體及其周圍混亂4回合,
char,status_magic,強力混亂魔法,LV 5,50 MP,讓敵單體及其周圍混亂4回合,
char,status_magic,強力混亂魔法,LV 6,60 MP,讓敵單體及其周圍混亂5回合,
char,status_magic,強力混亂魔法,LV 7,70 MP,讓敵單體及其周圍混亂5回合,
char,status_magic,強力混亂魔法,LV 8,80 MP,讓敵單體及其周圍混亂6回合,
char,status_magic,強力混亂魔法,LV 9,90 MP,讓敵單體及其周圍混亂6回合,
char,status_magic,強力混亂魔法,LV 10,100 MP,讓敵單體及其周圍混亂7回合,
char,status_magic,強力混亂魔法,LV 11,110 MP,讓敵單體及其周圍混亂7回合,
char,status_magic,強力混亂魔法,LV 12,120 MP,讓敵單體及其周圍混亂8回合,
char,status_magic,強力酒醉魔法,LV 1,10 MP,讓敵單體及其周圍酒醉2回合,
char,status_magic,強力酒醉魔法,LV 2,20 MP,讓敵單體及其周圍酒醉3回合,
char,status_magic,強力酒醉魔法,LV 3,30 MP,讓敵單體及其周圍酒醉3回合,
char,status_magic,強力酒醉魔法,LV 4,40 MP,讓敵單體及其周圍酒醉4回合,
char,status_magic,強力酒醉魔法,LV 5,50 MP,讓敵單體及其周圍酒醉4回合,
char,status_magic,強力酒醉魔法,LV 6,60 MP,讓敵單體及其周圍酒醉5回合,
char,status_magic,強力酒醉魔法,LV 7,70 MP,讓敵單體及其周圍酒醉5回合,
char,status_magic,強力酒醉魔法,LV 8,80 MP,讓敵單體及其周圍酒醉6回合,
char,status_magic,強力酒醉魔法,LV 9,90 MP,讓敵單體及其周圍酒醉6回合,
char,status_magic,強力酒醉魔法,LV 10,100 MP,讓敵單體及其周圍酒醉7回合,
char,status_magic,強力酒醉魔法,LV 11,110 MP,讓敵單體及其周圍酒醉7回合,
char,status_magic,強力酒醉魔法,LV 12,120 MP,讓敵單體及其周圍酒醉8回合,
char,status_magic,強力中毒魔法,LV 1,10 MP,讓敵單體及其周圍中毒2回合,
char,status_magic,強力中毒魔法,LV 2,20 MP,讓敵單體及其周圍中毒3回合,
char,status_magic,強力中毒魔法,LV 3,30 MP,讓敵單體及其周圍中毒3回合,
char,status_magic,強力中毒魔法,LV 4,40 MP,讓敵單體及其周圍中毒4回合,
char,status_magic,強力中毒魔法,LV 5,50 MP,讓敵單體及其周圍中毒4回合,
char,status_magic,強力中毒魔法,LV 6,60 MP,讓敵單體及其周圍中毒5回合,
char,status_magic,強力中毒魔法,LV 7,70 MP,讓敵單體及其周圍中毒5回合,
char,status_magic,強力中毒魔法,LV 8,80 MP,讓敵單體及其周圍中毒6回合,
char,status_magic,強力中毒魔法,LV 9,90 MP,讓敵單體及其周圍中毒6回合,
char,status_magic,強力中毒魔法,LV 10,100 MP,讓敵單體及其周圍中毒7回合,
char,status_magic,強力中毒魔法,LV 11,110 MP,讓敵單體及其周圍中毒7回合,
char,status_magic,強力中毒魔法,LV 12,120 MP,讓敵單體及其周圍中毒8回合,
char,status_magic,強力昏睡魔法,LV 1,10 MP,讓敵單體及其周圍昏睡2回合,
char,status_magic,強力昏睡魔法,LV 2,20 MP,讓敵單體及其周圍昏睡3回合,
char,status_magic,強力昏睡魔法,LV 3,30 MP,讓敵單體及其周圍昏睡3回合,
char,status_magic,強力昏睡魔法,LV 4,40 MP,讓敵單體及其周圍昏睡4回合,
char,status_magic,強力昏睡魔法,LV 5,50 MP,讓敵單體及其周圍昏睡4回合,
char,status_magic,強力昏睡魔法,LV 6,60 MP,讓敵單體及其周圍昏睡5回合,
char,status_magic,強力昏睡魔法,LV 7,70 MP,讓敵單體及其周圍昏睡5回合,
char,status_magic,強力昏睡魔法,LV 8,80 MP,讓敵單體及其周圍昏睡6回合,
char,status_magic,強力昏睡魔法,LV 9,90 MP,讓敵單體及其周圍昏睡6回合,
char,status_magic,強力昏睡魔法,LV 10,100 MP,讓敵單體及其周圍昏睡7回合,
char,status_magic,強力昏睡魔法,LV 11,110 MP,讓敵單體及其周圍昏睡7回合,
char,status_magic,強力昏睡魔法,LV 12,120 MP,讓敵單體及其周圍昏睡8回合,
char,status_magic,超強石化魔法,LV 1,20 MP,讓一側全體石化2回合,
char,status_magic,超強石化魔法,LV 2,40 MP,讓一側全體石化3回合,
char,status_magic,超強石化魔法,LV 3,60 MP,讓一側全體石化3回合,
char,status_magic,超強石化魔法,LV 4,80 MP,讓一側全體石化4回合,
char,status_magic,超強石化魔法,LV 5,100 MP,讓一側全體石化4回合,
char,status_magic,超強石化魔法,LV 6,120 MP,讓一側全體石化5回合,
char,status_magic,超強石化魔法,LV 7,140 MP,讓一側全體石化5回合,
char,status_magic,超強石化魔法,LV 8,160 MP,讓一側全體石化6回合,
char,status_magic,超強石化魔法,LV 9,180 MP,讓一側全體石化6回合,
char,status_magic,超強石化魔法,LV 10,200 MP,讓一側全體石化7回合,
char,status_magic,超強石化魔法,LV 11,220 MP,讓一側全體石化7回合,
char,status_magic,超強石化魔法,LV 12,240 MP,讓一側全體石化8回合,
char,status_magic,超強遺忘魔法,LV 1,20 MP,讓一側全體遺忘2回合,
char,status_magic,超強遺忘魔法,LV 2,40 MP,讓一側全體遺忘3回合,
char,status_magic,超強遺忘魔法,LV 3,60 MP,讓一側全體遺忘3回合,
char,status_magic,超強遺忘魔法,LV 4,80 MP,讓一側全體遺忘4回合,
char,status_magic,超強遺忘魔法,LV 5,100 MP,讓一側全體遺忘4回合,
char,status_magic,超強遺忘魔法,LV 6,120 MP,讓一側全體遺忘5回合,
char,status_magic,超強遺忘魔法,LV 7,140 MP,讓一側全體遺忘5回合,
char,status_magic,超強遺忘魔法,LV 8,160 MP,讓一側全體遺忘6回合,
char,status_magic,超強遺忘魔法,LV 9,180 MP,讓一側全體遺忘6回合,
char,status_magic,超強遺忘魔法,LV 10,200 MP,讓一側全體遺忘7回合,
char,status_magic,超強遺忘魔法,LV 11,220 MP,讓一側全體遺忘7回合,
char,status_magic,超強遺忘魔法,LV 12,240 MP,讓一側全體遺忘8回合,
char,status_magic,超強混亂魔法,LV 1,20 MP,1 讓一側全體混亂2回合,
char,status_magic,超強混亂魔法,LV 2,40 MP,讓一側全體混亂3回合,
char,status_magic,超強混亂魔法,LV 3,60 MP,讓一側全體混亂3回合,
char,status_magic,超強混亂魔法,LV 4,80 MP,讓一側全體混亂4回合,
char,status_magic,超強混亂魔法,LV 5,100 MP,讓一側全體混亂4回合,
char,status_magic,超強混亂魔法,LV 6,120 MP,讓一側全體混亂5回合,
char,status_magic,超強混亂魔法,LV 7,140 MP,讓一側全體混亂5回合,
char,status_magic,超強混亂魔法,LV 8,160 MP,讓一側全體混亂6回合,
char,status_magic,超強混亂魔法,LV 9,180 MP,讓一側全體混亂6回合,
char,status_magic,超強混亂魔法,LV 10,200 MP,讓一側全體混亂7回合,
char,status_magic,超強混亂魔法,LV 11,220 MP,讓一側全體混亂7回合,
char,status_magic,超強混亂魔法,LV 12,240 MP,讓一側全體混亂8回合,
char,status_magic,超強酒醉魔法,LV 1,20 MP,讓一側全體酒醉2回合,
char,status_magic,超強酒醉魔法,LV 2,40 MP,讓一側全體酒醉3回合,
char,status_magic,超強酒醉魔法,LV 3,60 MP,讓一側全體酒醉3回合,
